#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1520527993932006167,1.7831708002,-0.0927172286,-0.0392236400,-0.0732493316,4.6107053134,9.2948016048
1520527993937022167,1.7646065520,-0.0647312036,-0.0465509714,-0.1442008266,4.7018455115,9.2012696731
1520527993942039167,1.7455443754,-0.0311995999,-0.0573522274,-0.2680653011,4.7881932690,9.1721753587
1520527993947054167,1.7292499241,0.0072975502,-0.0721790133,-0.3245859836,4.8625443772,9.0390064426
1520527993952070167,1.7116987591,0.0457949365,-0.0872740114,-0.3835118015,4.8949257580,8.9581983414
1520527993957086167,1.6969089802,0.0831322383,-0.1040063113,-0.4171836975,4.9033223634,8.8027906077
1520527993962100167,1.6851304748,0.1169726503,-0.1202297970,-0.3269911190,4.9057136198,8.6450209560
1520527993967117167,1.6751120255,0.1502251551,-0.1342966289,-0.2055317800,4.9260895473,8.5113344557
1520527993972133167,1.6688592206,0.1767598102,-0.1419284910,-0.1117314984,4.9404719269,8.4662459590
1520527993977148167,1.6623477661,0.1965866952,-0.1474466502,0.0470074397,4.9632432319,8.3658964380
1520527993982165167,1.6591020006,0.2126137496,-0.1481299508,0.1828975913,5.0135965461,8.4958469212
1520527993987180167,1.6545860469,0.2143435307,-0.1418856557,0.3428390971,5.0771385317,8.5848754021
1520527993992197167,1.6482970957,0.2047035269,-0.1338309725,0.4294239725,5.1442836519,8.6292907693
1520527993997213167,1.6447617838,0.1869043826,-0.1253025779,0.4823369518,5.1934442883,8.6194306523
1520527994002228167,1.6374580871,0.1691001193,-0.1154144530,0.4955651967,5.2989676153,8.5866589641
1520527994007245167,1.6296467786,0.1480926145,-0.1063614863,0.4751215456,5.4236798115,8.5797634750
1520527994012259167,1.6250998066,0.1265094481,-0.0994834003,0.4378419465,5.4980294212,8.5684323932
1520527994017276167,1.6160273425,0.1028826325,-0.0918008372,0.4246137016,5.5759745790,8.5684851418
1520527994022292167,1.6026835001,0.0789591165,-0.0827598334,0.3873341025,5.6251422398,8.6025022303
1520527994027307167,1.5895939478,0.0570746621,-0.0734331888,0.3091672012,5.6767113659,8.6496985355
1520527994032324167,1.5712283119,0.0375257723,-0.0665138714,0.2045438101,5.7162911483,8.6506782872
1520527994037339167,1.5493471348,0.0208937200,-0.0611890644,0.1456179922,5.7534690908,8.6663234569
1520527994042355167,1.5277289198,0.0144675089,-0.0584923752,0.0614382523,5.7990429831,8.6148018980
1520527994047371167,1.5038541197,0.0121212520,-0.0563014540,-0.0756544670,5.8853917708,8.5835120513
1520527994052387167,1.4757059300,0.0127046489,-0.0605734691,-0.1369854203,5.9513492707,8.5491803769
1520527994057402167,1.4432926583,0.0194098178,-0.0664141406,-0.2572421916,6.0580821344,8.4909774697
1520527994062418167,1.4128965595,0.0337034269,-0.0765294799,-0.2728755719,6.1696034114,8.4422108408
1520527994067436167,1.3764826182,0.0573167926,-0.0857508415,-0.2788884105,6.2703316752,8.3887125197
1520527994072449167,1.3395725872,0.0844207483,-0.0927802254,-0.2969269262,6.3386840843,8.3214170938
1520527994077466167,1.3026608469,0.1127011686,-0.1038589055,-0.3245859836,6.4142320851,8.2112089661
1520527994082483167,1.2662504261,0.1392298365,-0.1135991280,-0.3378142284,6.4981729450,8.1519865263
1520527994087499167,1.2283283861,0.1634290227,-0.1241659725,-0.2945217907,6.5005678541,8.1562113814
1520527994092514167,1.1929116778,0.1815079331,-0.1339725314,-0.2824961136,6.5125583217,8.0793811365
1520527994097530167,1.1557400058,0.1998651556,-0.1391743199,-0.2019240768,6.5533228209,8.1087728830
1520527994102546167,1.1188157084,0.2120888327,-0.1390123420,-0.0540082481,6.5569087220,8.2584083671
1520527994107561167,1.0793598085,0.2091529741,-0.1365263842,0.0205509501,6.5341192471,8.3681085467
1520527994112577167,1.0391409010,0.1980514974,-0.1316663596,0.0578305492,6.5269215011,8.4676970860
1520527994117593167,0.9936405311,0.1811078793,-0.1222417153,0.0710587940,6.5389118750,8.5105559633
1520527994122610167,0.9483828391,0.1586316957,-0.1142125058,0.1636565079,6.5425020845,8.5340561890
1520527994127625167,0.8973500608,0.1364300636,-0.1007594207,0.1973284039,6.5616857088,8.4953589875
1520527994132641167,0.8478252950,0.1142282938,-0.0870385900,0.1432128568,6.6204478042,8.4830448339
1520527994137658167,0.7930269938,0.0949390302,-0.0735562731,0.0878947420,6.6468332019,8.4661253817
1520527994142673167,0.7357162376,0.0779885993,-0.0632980551,0.0446023043,6.6948021906,8.4664999902
1520527994147689167,0.6789083887,0.0619154327,-0.0541162849,-0.0071081073,6.7751486263,8.3727913016
1520527994152705167,0.6231180100,0.0548755803,-0.0448674659,-0.0155260813,6.8842710605,8.2263366889
1520527994157720167,0.5683372763,0.0533826257,-0.0393659178,-0.0852750087,6.9802077266,8.1153562154
1520527994162735167,0.5153083385,0.0492802829,-0.0384869247,-0.1983163737,7.0137924625,8.0257765208
1520527994167751167,0.4683085537,0.0454797003,-0.0405929147,-0.2897115199,7.0797523040,7.8929552367
1520527994172768167,0.4270904492,0.0443096704,-0.0448539987,-0.3197757127,7.0617675391,7.8154017583
1520527994177783167,0.3863745464,0.0428484529,-0.0491182393,-0.3666758535,7.0305935409,7.7996186429
1520527994182800167,0.3496809185,0.0416765530,-0.0520349949,-0.3991451818,6.9778338910,7.7906889787
1520527994187815167,0.3182635585,0.0413881586,-0.0576603414,-0.3666758535,6.9574459750,7.7729606617
1520527994192831167,0.2883578962,0.0399166060,-0.0565337332,-0.3209782804,6.9094767990,7.8202105452
1520527994197848167,0.2604696147,0.0416423297,-0.0521398541,-0.2764832750,6.8926853677,7.8802253145
1520527994202864167,0.2318327134,0.0462772327,-0.0460990685,-0.2295831342,6.8686989065,7.8681707645
1520527994207879167,0.2114863018,0.0506305561,-0.0425108210,-0.1622393423,6.8830833466,7.8489069460
1520527994212894167,0.1888749819,0.0500178016,-0.0346274311,-0.1466059620,6.9322468864,7.8091939430
1520527994217911167,0.1655032577,0.0459139648,-0.0289336852,-0.1706573163,6.9838117978,7.8849171195
1520527994222927167,0.1464016809,0.0415255162,-0.0251439180,-0.1249597432,7.0209815918,7.9774075942
1520527994227942167,0.1270449750,0.0333445998,-0.0197593088,-0.0792621701,7.0569522454,8.0385213515
1520527994232959167,0.1036680641,0.0272090840,-0.0170571293,-0.0828698733,7.0125843308,8.1048419376
1520527994237975167,0.0780261235,0.0199129715,-0.0165240089,-0.1490110975,6.9274505120,8.1520544969
1520527994242992167,0.0498746721,0.0158240180,-0.0170439509,-0.0227414876,7.0545495626,8.2297273049
1520527994248007167,0.0229917113,0.0152081328,-0.0086115349,0.0482100075,7.1564709726,8.0697235910
1520527994253022167,-0.0043953056,0.0110845099,0.0038533260,0.0433997366,7.1684627515,8.0534887025
1520527994258038167,-0.0312720683,0.0130823443,0.0155523005,-0.1237571755,7.1301032767,8.1911239668
1520527994263053167,-0.0599276228,0.0043150160,0.0209497323,-0.1947086706,7.0725500623,8.1651413825
1520527994268069167,-0.0900898648,-0.0015295883,0.0228550986,-0.2199625925,7.1121236631,8.2525093971
1520527994273085167,-0.1210092061,-0.0064857657,0.0193576165,-0.3161680096,7.1229234197,8.1720852007
1520527994278101167,-0.1524361554,-0.0131817059,0.0126011785,-0.3113577387,7.1600963982,8.0964627740
1520527994283116167,-0.1790820955,-0.0166771017,0.0082952399,-0.3330039576,7.1756869096,8.0559832252
1520527994288133167,-0.2047203744,-0.0175460007,0.0026547126,-0.3221808481,7.2080628581,8.0663056031
1520527994293149167,-0.2270822261,-0.0131767110,0.0000241383,-0.3089526033,7.2560274448,8.0510222025
1520527994298166167,-0.2466752196,-0.0070653154,0.0001072275,-0.2488242176,7.2776072894,8.0039301434
1520527994303181167,-0.2662633714,0.0034204902,-0.0011290665,-0.2235702957,7.2644147779,7.9711571692
1520527994308196167,-0.2805658031,0.0191489142,-0.0007118708,-0.2416088114,7.2428316552,7.8772201329
1520527994313211167,-0.2893548287,0.0276123735,-0.0068536216,-0.2752807073,7.2392368564,7.8856863902
1520527994318229167,-0.2936226747,0.0346214108,-0.0132854348,-0.2788884105,7.1780809758,7.9055375889
1520527994323245167,-0.2991585409,0.0334726458,-0.0203182525,-0.2380011082,7.0965362425,7.9272998671
1520527994328260167,-0.3014319720,0.0267786568,-0.0236117337,-0.1790752903,7.0197866661,8.0523127041
1520527994333277167,-0.3014404205,0.0200746274,-0.0228512270,-0.1405931235,6.9382421202,8.2077449473
1520527994338292167,-0.3059705347,0.0136558397,-0.0204568208,-0.0479954096,6.9094555382,8.3649232998
1520527994343308167,-0.3122594820,0.0054793145,-0.0148259353,-0.0191337845,6.9070550095,8.5505877498
1520527994348323167,-0.3238263712,-0.0056240500,-0.0051492910,0.0097278406,6.9010570596,8.7978493374
1520527994353340167,-0.3439402354,-0.0184776123,0.0039887916,0.0133355438,6.9514206764,8.9825459987
1520527994358356167,-0.3698334905,-0.0316277374,0.0142175693,0.0025124344,6.9837983107,9.2103999871
1520527994363371167,-0.4027645633,-0.0453612029,0.0236433314,-0.0672364930,6.9802063217,9.3319453596
1520527994368387167,-0.4439864707,-0.0564703577,0.0312106818,-0.0744518993,6.9993931305,9.3994012299
1520527994373404167,-0.4965084670,-0.0617577094,0.0393845883,-0.1081237952,6.9957983317,9.4938661398
1520527994378418167,-0.5570659924,-0.0603361694,0.0438369184,-0.1213520401,6.9886045194,9.5823248520
1520527994383435167,-0.6251557042,-0.0527934090,0.0464561137,-0.1273648786,6.9634230388,9.5498679027
1520527994388451167,-0.7012696503,-0.0347741543,0.0529579177,-0.0997058212,6.9658191655,9.4880027181
1520527994393466167,-0.7829016521,-0.0077183178,0.0573745382,-0.0660339253,6.9454311558,9.4353983774
1520527994398483167,-0.8687994458,0.0228273603,0.0637195912,-0.0864775764,6.8806791652,9.4182283483
1520527994403498167,-0.9567162471,0.0493030654,0.0662496123,-0.1117314984,6.8315163747,9.4429271204
1520527994408514167,-1.0489150275,0.0684924836,0.0687319905,-0.1381879881,6.7619682906,9.3932802633
1520527994413530167,-1.1421281927,0.0830288251,0.0676635696,-0.1947086706,6.7200027778,9.4066549114
1520527994418546167,-1.2368606730,0.0908707445,0.0635708133,-0.2440139468,6.6816341243,9.4234422529
1520527994423561167,-1.3333547110,0.0960858718,0.0608140457,-0.2271779988,6.6804336727,9.4639545898
1520527994428577167,-1.4313648533,0.0966448118,0.0555895960,-0.2404062437,6.6924261072,9.4582609323
1520527994433594167,-1.5253650817,0.0890458319,0.0505659783,-0.2476216499,6.6876301074,9.5106323179
1520527994438610167,-1.6208697628,0.0826059720,0.0477184204,-0.2283805665,6.6624466600,9.4686324108
1520527994443625167,-1.7126034248,0.0761624898,0.0467576829,-0.2716730042,6.6636491722,9.5120519498
1520527994448642167,-1.8003216725,0.0659333125,0.0454900319,-0.2921166553,6.6744430282,9.5250239952
1520527994453656167,-1.8830183776,0.0560135144,0.0382632598,-0.3185731450,6.6492631398,9.5067117593
1520527994458674167,-1.9644476820,0.0524973838,0.0337885208,-0.3161680096,6.5425394548,9.5277110116
1520527994463689167,-2.0416042477,0.0489807416,0.0301174853,-0.2861038167,6.4094325263,9.5054674467
1520527994468704167,-2.1139845948,0.0469243496,0.0259076057,-0.3390167961,6.2979165880,9.5119019375
1520527994473721167,-2.1798282674,0.0474951635,0.0208939613,-0.3354090930,6.1684091413,9.5212902626
1520527994478736167,-2.2394009443,0.0425452446,0.0109565842,-0.3366116607,6.0281098054,9.4505479991
1520527994483752167,-2.2982039764,0.0483732063,0.0024527904,-0.3017371970,5.9561586638,9.4223872579
1520527994488768167,-2.3481991493,0.0608955316,-0.0019580192,-0.2897115199,5.9045946890,9.3456189880
1520527994493783167,-2.3931664520,0.0754624315,-0.0074447853,-0.1886958320,5.8362358175,9.2680009146
1520527994498800167,-2.4323518665,0.0882687201,-0.0075447066,-0.1814804257,5.7810747960,9.1773372454
1520527994503816167,-2.4758148223,0.0949447902,-0.0041662817,-0.1670496132,5.6863415787,9.1296412604
1520527994508833167,-2.5067112999,0.1016206841,0.0010826282,-0.1682521809,5.5364491194,9.1344477087
1520527994513848167,-2.5265460068,0.1126760486,0.0047210732,-0.1826829934,5.4824889243,9.0660742964
1520527994518864167,-2.5474060991,0.1103338868,0.0058242102,-0.2632550302,5.3865639656,9.0390606274
1520527994523880167,-2.5577115975,0.1077030188,0.0074466134,-0.2861038167,5.2954310730,8.9742918318
1520527994528894167,-2.5599769330,0.1071288333,0.0039292711,-0.2776858428,5.2270794132,8.8929264719
1520527994533912167,-2.5594931572,0.0963616429,-0.0012942885,-0.2175574571,5.1899013771,8.7552444820
1520527994538927167,-2.5507126545,0.0861702725,-0.0027411613,-0.1333777172,5.0867687445,8.6847970540
1520527994543944167,-2.5333828481,0.0783067700,-0.0017512049,-0.0203363522,4.9476596513,8.6361845199
1520527994548959167,-2.5130379027,0.0675189488,0.0035396543,0.0686536586,4.7845696229,8.5936401936
1520527994553975167,-2.4856493805,0.0599296445,0.0123589958,0.0830844711,4.5855111887,8.5658023883
1520527994558990167,-2.4519715739,0.0552471772,0.0247059967,0.1323897474,4.3708612128,8.5759910883
1520527994564007167,-2.4165260976,0.0563909045,0.0379058300,0.1696693465,4.1562121736,8.6014047103
1520527994569022167,-2.3765541569,0.0619166414,0.0476135118,0.1323897474,3.9463655030,8.6751872705
1520527994574039167,-2.3325558054,0.0709376542,0.0584225867,0.0734639294,3.7641007479,8.7015057248
1520527994579053167,-2.2893135417,0.0814291345,0.0641038052,-0.0251466230,3.6166141560,8.7060958000
1520527994584068167,-2.2445721022,0.0878520202,0.0659634576,-0.0684390607,3.4799155195,8.7426769493
1520527994589087167,-2.1973175881,0.0936902076,0.0688961802,-0.1357828526,3.3887860922,8.6667198013
1520527994594102167,-2.1503241308,0.0957555948,0.0661190056,-0.2055317800,3.2784706056,8.6442633947
1520527994599118167,-2.1015748826,0.0949056406,0.0641279708,-0.3185731450,3.2233189501,8.6721467705
1520527994604134167,-2.0548385263,0.0946485943,0.0580869274,-0.3233834158,3.1813494099,8.6280730474
1520527994609149167,-2.0008106345,0.0964304527,0.0534006402,-0.3125603064,3.1441752139,8.6047610723
1520527994614165167,-1.9520639816,0.0938329198,0.0511257210,-0.3077500356,3.0302564990,8.5792581723
1520527994619181167,-1.8965293162,0.0921063713,0.0510092366,-0.2524319208,2.8923510420,8.5451520391
1520527994624198167,-1.8379690834,0.0956164562,0.0544442638,-0.2644575979,2.7832302000,8.5744290984
1520527994629212167,-1.7821767877,0.0970886801,0.0567866797,-0.2331908374,2.6860973906,8.6218673855
1520527994634229167,-1.7266475794,0.0906970654,0.0577168095,-0.2079369154,2.5673805218,8.7391138833
1520527994639245167,-1.6743881179,0.0813866834,0.0599835054,-0.2139497540,2.5218136540,8.9042412849
1520527994644261167,-1.6248936923,0.0711996080,0.0627897578,-0.2163548894,2.3851118331,9.0101530996
1520527994649276167,-1.5791705093,0.0595534046,0.0658624415,-0.1718598840,2.2843805721,9.0900061698
1520527994654292167,-1.5384644625,0.0534371676,0.0706099737,-0.1838855611,2.2100348024,9.0971685831
1520527994659307167,-1.5030238984,0.0566460816,0.0743562622,-0.2404062437,2.1488830428,9.1768041460
1520527994664324167,-1.4741188171,0.0595654218,0.0764891870,-0.2945217907,2.0673457088,9.3017597917
1520527994669340167,-1.4494855022,0.0648236341,0.0751307342,-0.3402193638,2.0157862296,9.3917399499
1520527994674356167,-1.4308813755,0.0729998846,0.0713708005,-0.3750938275,1.9498362225,9.4514130518
1520527994679371167,-1.4203162161,0.0829205633,0.0679096864,-0.4063605880,1.9138644449,9.5400754040
1520527994684388167,-1.4152774315,0.0942952701,0.0647405015,-0.3979426141,1.8407162235,9.5958477081
1520527994689403167,-1.4150127562,0.1047881253,0.0637378823,-0.4340196454,1.7483852207,9.7032061427
1520527994694419167,-1.4227967707,0.1100329084,0.0627101827,-0.3799040984,1.6980171082,9.7957000438
1520527994699435167,-1.4373776894,0.1062406559,0.0621672607,-0.3390167961,1.5864938644,9.8965173444
1520527994704451167,-1.4572337351,0.1012684145,0.0662245278,-0.3366116607,1.5109478304,9.9883769751
1520527994709466167,-1.4773426165,0.0963011737,0.0683884404,-0.3859169369,1.4545920705,10.0168032962
1520527994714483167,-1.5067529417,0.0889999422,0.0702812912,-0.3750938275,1.3994307681,10.0574267787
1520527994719498167,-1.5424449027,0.0819861769,0.0727291249,-0.3185731450,1.3346727832,10.1278305666
1520527994724515167,-1.5766359314,0.0708979897,0.0735197597,-0.3522450410,1.3118917377,10.1967470189
1520527994729529167,-1.6150988637,0.0601002416,0.0740500060,-0.3558527441,1.2591298400,10.2444814871
1520527994734546167,-1.6578282465,0.0527945204,0.0756970472,-0.3726886921,1.2795165385,10.2574090626
1520527994739562167,-1.7005548535,0.0489919694,0.0749358524,-0.3847143692,1.2519372453,10.2807958871
1520527994744578167,-1.7440346044,0.0475282120,0.0712178375,-0.4003477495,1.1823883184,10.2310436845
1520527994749593167,-1.7865071369,0.0472289296,0.0680479399,-0.4075631558,1.1200335783,10.1742296667
1520527994754610167,-1.8254531197,0.0556842164,0.0606094664,-0.4604761351,1.0408944314,10.1480925546
1520527994759625167,-1.8664136213,0.0638597143,0.0485732234,-0.4195888329,0.9473582939,10.1071107528
1520527994764642167,-1.9068725446,0.0685264115,0.0411086501,-0.3642707181,0.8358339262,10.0497360150
1520527994769656167,-1.9440640186,0.0708509290,0.0382195050,-0.3558527441,0.7159192282,9.9951502477
1520527994774674167,-1.9767311923,0.0728814636,0.0369430111,-0.3077500356,0.6259799501,9.9529325635
1520527994779688167,-2.0088967878,0.0714031975,0.0402381870,-0.2524319208,0.5384383908,9.9617766443
1520527994784704167,-2.0380466287,0.0672912688,0.0481070347,-0.2488242176,0.4461042972,9.9281293936
1520527994789720167,-2.0639312980,0.0628936060,0.0543443165,-0.2969269262,0.3645664948,9.8961370802
1520527994794737167,-2.0903183416,0.0599584965,0.0584292801,-0.3546501764,0.2866268630,9.8444784520
1520527994799753167,-2.1119287315,0.0570187017,0.0649402889,-0.3931323432,0.1691140986,9.8379947453
1520527994804768167,-2.1275064911,0.0575888106,0.0674085850,-0.4316145100,0.0575970364,9.8454509194
1520527994809783167,-2.1463478737,0.0628299901,0.0661308753,-0.4845274894,-0.0755034296,9.7717185255
1520527994814800167,-2.1596574673,0.0715750489,0.0629757534,-0.5109839791,-0.1858222880,9.7999750708
1520527994819816167,-2.1717069560,0.0841136979,0.0579533768,-0.6156073701,-0.3081264628,9.7813562361
1520527994824833167,-2.1847580724,0.1007378924,0.0505290772,-0.6757357557,-0.4040530137,9.7355492779
1520527994829847167,-2.1975603090,0.1159067195,0.0425521036,-0.6781408912,-0.4700055497,9.6798540919
1520527994834864167,-2.2096197751,0.1246733951,0.0315488172,-0.6396587244,-0.5707363423,9.5343097603
1520527994839880167,-2.2186657253,0.1311065338,0.0218748748,-0.6540895369,-0.6834544182,9.4497236302
1520527994844895167,-2.2254525030,0.1322803401,0.0178381803,-0.5518712813,-0.7721987707,9.3372494119
1520527994849912167,-2.2264614776,0.1311216925,0.0151256959,-0.4388299163,-0.8681388086,9.2827840618
1520527994854927167,-2.2216851297,0.1317034185,0.0162034579,-0.3823092338,-0.9700701466,9.1405517556
1520527994859942167,-2.2121343707,0.1311171064,0.0188867352,-0.4207914006,-1.0384181536,9.1293715302
1520527994864959167,-2.1958050983,0.1258720287,0.0212512957,-0.4051580203,-1.0779910051,9.1095015055
1520527994869975167,-2.1832511223,0.1139127035,0.0276299145,-0.2909140876,-1.1715328559,9.0759407028
1520527994874991167,-2.1623925432,0.1086497303,0.0372908132,-0.3426244993,-1.2122996029,9.0276737317
1520527994880006167,-2.1372651381,0.1016430374,0.0458482555,-0.4412350517,-1.3849681437,8.9195603995
1520527994885023167,-2.1108803959,0.0978537214,0.0500990838,-0.5326301979,-1.5372518594,8.8369241252
1520527994890038167,-2.0772063567,0.0964034360,0.0524603405,-0.6047842607,-1.7087233203,8.7378492640
1520527994895054167,-2.0412772653,0.0923417739,0.0510097464,-0.6059868284,-1.8802003072,8.6311109408
1520527994900070167,-2.0033405590,0.0847777292,0.0519636546,-0.5879483127,-1.9845269289,8.6043077865
1520527994905086167,-1.9606416653,0.0696468419,0.0501454358,-0.6132022347,-2.0720622130,8.4477495206
1520527994910101167,-1.9219650074,0.0524703169,0.0499423984,-0.6324433181,-2.1823816334,8.4085314863
1520527994915118167,-1.8888160886,0.0355815536,0.0502929437,-0.6047842607,-2.4246101531,8.3957148931
1520527994920133167,-1.8445887767,0.0323834539,0.0539739890,-0.5963662867,-2.5577153957,8.4375999367
1520527994925150167,-1.7988495789,0.0326847446,0.0568672734,-0.5723149324,-2.6404579581,8.4630136869
1520527994930166167,-1.7581393489,0.0309451029,0.0594837846,-0.5578841199,-2.6884246990,8.4815143031
1520527994935181167,-1.7171791374,0.0292099303,0.0604765538,-0.5554789844,-2.6680394991,8.5070381812
1520527994940198167,-1.6784796078,0.0265924337,0.0641723132,-0.5915560158,-2.7747601870,8.3831440010
1520527994945214167,-1.6415396482,0.0257320246,0.0643675815,-0.6312407504,-2.8467055216,8.3417632459
1520527994950229167,-1.6033470209,0.0225432169,0.0637310939,-0.6685203495,-2.9510278350,8.3050392286
1520527994955245167,-1.5626439927,0.0205347721,0.0579584593,-0.7394718445,-3.0349621387,8.3871617575
1520527994960260167,-1.5237047177,0.0159068195,0.0508163545,-0.7202307611,-3.0985180797,8.3475235571
1520527994965277167,-1.4845234274,0.0042850082,0.0438909749,-0.6997871100,-3.1608749739,8.3299532175
1520527994970292167,-1.4470976652,-0.0047150315,0.0369888701,-0.6877614329,-3.2040449658,8.3438239906
1520527994975308167,-1.4099202145,-0.0131396849,0.0327971371,-0.6997871100,-3.3059709651,8.3126625482
1520527994980325167,-1.3757633640,-0.0247685643,0.0277749132,-0.6877614329,-3.4402756292,8.2464342582
1520527994985340167,-1.3468760461,-0.0308639336,0.0230752750,-0.7358641414,-3.5409996783,8.1981906389
1520527994990356167,-1.3121967096,-0.0270455940,0.0168172117,-0.7563077925,-3.6369293200,8.1322409666
1520527994995373167,-1.2845536933,-0.0220593740,0.0086872877,-0.7755488759,-3.7196685106,8.1255360682
1520527995000388167,-1.2566529565,-0.0129965859,0.0016702038,-0.6937742714,-3.7904241645,8.2084834801
1520527995005404167,-1.2342869961,-0.0080131618,-0.0061793731,-0.6168099378,-3.8108155459,8.2635371451
1520527995010419167,-1.2136760895,-0.0036292216,-0.0080781194,-0.5494661459,-3.8300070377,8.3756283349
1520527995015435167,-1.2001079796,-0.0062514647,-0.0062295090,-0.5278199271,-3.8300087236,8.4335248416
1520527995020452167,-1.1953410525,-0.0147121287,-0.0017035660,-0.5831380418,-3.8755717513,8.4561884442
1520527995025467167,-1.1862979054,-0.0185016822,0.0001445532,-0.6336458858,-3.9655033493,8.3847148318
1520527995030483167,-1.1837884768,-0.0196596798,-0.0023039195,-0.7310538705,-4.0554312946,8.3334541639
1520527995035499167,-1.1797770144,-0.0234322632,-0.0074806592,-0.8080182042,-4.1357677088,8.2657151400
1520527995040515167,-1.1757656813,-0.0263263224,-0.0142740050,-0.7767514436,-4.1885323225,8.1538964398
1520527995045530167,-1.1715047194,-0.0298001385,-0.0221544473,-0.7154204903,-4.2892648948,8.0162647198
1520527995050547167,-1.1609563668,-0.0324097229,-0.0254406082,-0.6961794069,-4.4115787165,7.9150901875
1520527995055563167,-1.1506646369,-0.0390995177,-0.0284868797,-0.7394718445,-4.5159005616,7.8017231946
1520527995060577167,-1.1363482092,-0.0425810504,-0.0320572566,-0.7623206311,-4.5374833097,7.7275894257
1520527995065594167,-1.1185129314,-0.0431364331,-0.0396701252,-0.7791565791,-4.5458759814,7.6743028599
1520527995070610167,-1.0979197882,-0.0477672023,-0.0484014345,-0.7478898185,-4.5602681016,7.6275268024
1520527995075626167,-1.0755623664,-0.0503656035,-0.0541444445,-0.6973819746,-4.6202290565,7.5166899813
1520527995080642167,-1.0504448798,-0.0555831971,-0.0607242338,-0.6360510212,-4.6729960118,7.4057407987
1520527995085658167,-1.0218033173,-0.0575992815,-0.0653922821,-0.5855431773,-4.7437492305,7.3332652522
1520527995090673167,-0.9866233669,-0.0567011461,-0.0692385967,-0.5614918230,-4.8073055462,7.2308244581
1520527995095689167,-0.9504311017,-0.0534846524,-0.0681991673,-0.6059868284,-4.8252891871,7.1685193117
1520527995100705167,-0.9117261541,-0.0496807630,-0.0685126885,-0.5482635782,-4.8252936828,7.0552295055
1520527995105721167,-0.8667416839,-0.0482062168,-0.0685851165,-0.4833249217,-4.8276970213,6.9860332778
1520527995110736167,-0.8212565135,-0.0502375577,-0.0651680584,-0.4388299163,-4.8265013462,6.9693290060
1520527995115753167,-0.7737598979,-0.0519789116,-0.0609408732,-0.4171836975,-4.8336978747,6.9284502926
1520527995120769167,-0.7267602071,-0.0505196033,-0.0550650254,-0.4508555934,-4.8660720436,6.8753509845
1520527995125785167,-0.6777494201,-0.0478910555,-0.0502662025,-0.4857300571,-4.8792598721,6.7885424973
1520527995130800167,-0.6237049057,-0.0367980039,-0.0500115249,-0.5867457450,-4.9619926939,6.6303926847
1520527995135816167,-0.5646360300,-0.0221852444,-0.0575853357,-0.6613049432,-5.0111516444,6.4312775810
1520527995140832167,-0.5053133502,-0.0067026035,-0.0635296685,-0.6637100786,-5.0866973037,6.2524044905
1520527995145848167,-0.4364464115,0.0076298955,-0.0738293636,-0.6576972401,-5.1586461974,6.0292844864
1520527995150864167,-0.3628011491,0.0225375647,-0.0806163835,-0.6132022347,-5.2150092627,5.8371526058
1520527995155880167,-0.2828704756,0.0368525428,-0.0828202375,-0.5735175001,-5.2509865662,5.6985062885
1520527995160895167,-0.1966596680,0.0476653553,-0.0820864318,-0.4821223540,-5.2665825099,5.5419046158
1520527995165912167,-0.1061793365,0.0549759429,-0.0786817784,-0.3823092338,-5.2797808283,5.4212451316
1520527995170929167,-0.0028765665,0.0649052712,-0.0720343693,-0.3871195046,-5.2222217134,5.3770743532
1520527995175944167,0.0923686182,0.0599569980,-0.0603450305,-0.3402193638,-5.2462081746,5.3406147802
1520527995180960167,0.1974029313,0.0468552545,-0.0492772320,-0.2452165145,-5.2186353440,5.3152581630
1520527995185975167,0.3087317233,0.0416189842,-0.0365378030,-0.2392036759,-5.1538822294,5.4476209041
1520527995190991167,0.4238228743,0.0326027476,-0.0262691879,-0.2764832750,-5.0387618453,5.4420607845
1520527995196007167,0.5348810555,0.0139663327,-0.0149842835,-0.2716730042,-4.9524241094,5.5453605838
1520527995201022167,0.6534924641,0.0087496715,-0.0084809451,-0.3799040984,-4.8720732717,5.6904415435
1520527995206039167,0.7703371792,0.0015086548,-0.0079419108,-0.4039554526,-4.7869324284,5.9102378289
1520527995211053167,0.8801402541,-0.0071811148,-0.0114591122,-0.4821223540,-4.6298389451,6.1932464550
1520527995216070167,0.9808991665,-0.0141268500,-0.0146756272,-0.4797172185,-4.5135225113,6.4418084252
1520527995221086167,1.0715994885,-0.0236887862,-0.0216811235,-0.4592735674,-4.3756229548,6.7087680747
1520527995226101167,1.1532533075,-0.0364747936,-0.0230128079,-0.4917428957,-4.2736934900,6.9356027884
1520527995231119167,1.2253618208,-0.0454729013,-0.0256505862,-0.5434533073,-4.2461092329,7.0278885834
1520527995236136167,1.2884302213,-0.0489353337,-0.0293115074,-0.6168099378,-4.2532983622,7.1308782759
1520527995241150167,1.3424475123,-0.0541430618,-0.0354038781,-0.6119996670,-4.2293159284,7.2737517752
1520527995246166167,1.3889213064,-0.0628510863,-0.0412383783,-0.5747200679,-4.2281196914,7.4267907511
