#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520528000721198414,-0.0667699525,-0.0811777001,0.5459620944,0.9634071829,0.0644659578,0.0117807509,0.2599075876
1520528000729532414,-0.0682133962,-0.0820967837,0.5460647517,0.9647273003,0.0629972444,0.0125193006,0.2552956137
1520528000737865414,-0.0697110715,-0.0831292412,0.5463724700,0.9660463925,0.0603557207,0.0131345300,0.2508765405
1520528000746198414,-0.0712734565,-0.0842900468,0.5467501190,0.9676040613,0.0600301424,0.0131534983,0.2448790480
1520528000754532414,-0.0727847265,-0.0854137294,0.5471069148,0.9689846929,0.0589916265,0.0131303700,0.2396168739
1520528000762865414,-0.0744663464,-0.0859282696,0.5472655617,0.9702568629,0.0598343379,0.0129463062,0.2342090200
1520528000771199414,-0.0762890485,-0.0868532621,0.5475484323,0.9716456829,0.0586634392,0.0129444509,0.2286825508
1520528000779532414,-0.0779573774,-0.0880830040,0.5478957283,0.9731659538,0.0569634603,0.0127489872,0.2225772988
1520528000787865414,-0.0799504818,-0.0891384829,0.5482061976,0.9746140055,0.0563630400,0.0119879037,0.2163493431
1520528000796198414,-0.0819520513,-0.0897858873,0.5483430592,0.9758753908,0.0581153647,0.0110387159,0.2101617778
1520528000804532414,-0.0840546546,-0.0909632484,0.5486954228,0.9772988541,0.0569237818,0.0117399779,0.2037370996
1520528000812865414,-0.0861033032,-0.0920270921,0.5491743827,0.9786143022,0.0572644152,0.0115581310,0.1972339824
1520528000821199414,-0.0881689261,-0.0932888620,0.5494196554,0.9801761136,0.0559804989,0.0113306924,0.1897171195
1520528000829532414,-0.0904617049,-0.0943617422,0.5497641375,0.9815956290,0.0556871297,0.0113740079,0.1823172967
1520528000837865414,-0.0926857906,-0.0955874656,0.5503089307,0.9828098923,0.0547721855,0.0113619719,0.1759421177
1520528000846198414,-0.0952922931,-0.0965692216,0.5502212359,0.9842117772,0.0565614443,0.0119923083,0.1672846830
1520528000854532414,-0.0975935632,-0.0976758375,0.5506186649,0.9855237168,0.0552320358,0.0119520219,0.1598423445
1520528000862865414,-0.0998664632,-0.0991715566,0.5511313051,0.9868452967,0.0537238659,0.0122583207,0.1519863155
1520528000871198414,-0.1025530683,-0.1000194245,0.5512057480,0.9879585746,0.0547007426,0.0127013168,0.1441678196
1520528000879532414,-0.1052362037,-0.1007105411,0.5514555523,0.9891275893,0.0565707946,0.0124038748,0.1351758158
1520528000887865414,-0.1078545088,-0.1014742929,0.5517467800,0.9901474276,0.0567035071,0.0130704476,0.1273654084
1520528000896199414,-0.1104974025,-0.1021566611,0.5519480409,0.9908986493,0.0579270675,0.0123069029,0.1208836708
1520528000904532414,-0.1133546872,-0.1031278310,0.5524044516,0.9919180731,0.0585684104,0.0116114669,0.1119528985
1520528000912865414,-0.1160459172,-0.1040845450,0.5527159933,0.9928711591,0.0577035664,0.0122005097,0.1035775427
1520528000921198414,-0.1188867247,-0.1045387732,0.5528975988,0.9935233205,0.0607439822,0.0114701403,0.0953415759
1520528000929532414,-0.1217847133,-0.1054630613,0.5531210857,0.9943108486,0.0598233628,0.0110260086,0.0874387146
1520528000937865414,-0.1247369200,-0.1061262966,0.5533812195,0.9949832677,0.0604879038,0.0108962314,0.0789353060
1520528000946199414,-0.1276401197,-0.1070364382,0.5535946392,0.9955154104,0.0615997139,0.0107330528,0.0709883399
1520528000954532414,-0.1304371003,-0.1080748451,0.5541852056,0.9960717898,0.0601482918,0.0108525703,0.0640733501
1520528000962865414,-0.1338979843,-0.1082307367,0.5541130137,0.9965593630,0.0623410181,0.0097117213,0.0537467753
1520528000971198414,-0.1370882247,-0.1085621397,0.5540834109,0.9968912148,0.0639798437,0.0097934468,0.0449285421
1520528000979532414,-0.1399925204,-0.1097662618,0.5545669558,0.9973255898,0.0613261142,0.0103491117,0.0383884294
1520528000987865414,-0.1430127970,-0.1101176129,0.5546046902,0.9974259669,0.0652186720,0.0093995988,0.0282774263
1520528000996198414,-0.1464298431,-0.1101304444,0.5545354522,0.9975784269,0.0660057792,0.0085421891,0.0201878734
1520528001004532414,-0.1495308499,-0.1106688936,0.5550032344,0.9976805759,0.0661278519,0.0096898736,0.0129105360
1520528001012865414,-0.1527439509,-0.1107024644,0.5543930307,0.9973815127,0.0716671414,0.0090446546,0.0034832628
1520528001021199414,-0.1555885544,-0.1116824928,0.5548477434,0.9976047902,0.0684952949,0.0085582443,-0.0044534958
1520528001029532414,-0.1588409640,-0.1115303855,0.5549552551,0.9973841082,0.0707403909,0.0084545390,-0.0122171403
1520528001037865414,-0.1621230391,-0.1120592136,0.5551646755,0.9972484738,0.0712685858,0.0102149008,-0.0176614260
1520528001046198414,-0.1652148307,-0.1122617541,0.5550822661,0.9968872231,0.0734264046,0.0074024804,-0.0277422219
1520528001054532414,-0.1686590615,-0.1126554300,0.5552789247,0.9967025287,0.0726020584,0.0078207396,-0.0353814414
1520528001062865414,-0.1717555590,-0.1128495513,0.5553344573,0.9963140290,0.0741435835,0.0081608671,-0.0423613615
1520528001071199414,-0.1747421018,-0.1127941836,0.5552347656,0.9959304554,0.0754788062,0.0085961142,-0.0484931395
1520528001079532414,-0.1778615933,-0.1129826914,0.5554057037,0.9955277149,0.0764769706,0.0090309448,-0.0547200505
1520528001087865414,-0.1807400099,-0.1128821386,0.5550141464,0.9949097536,0.0799067131,0.0081774364,-0.0608492311
1520528001096198414,-0.1840839674,-0.1130603041,0.5552243463,0.9943464812,0.0803637485,0.0078493784,-0.0689574540
1520528001104532414,-0.1871723489,-0.1131837731,0.5553331536,0.9937951019,0.0809064477,0.0074507786,-0.0759600426
1520528001112865414,-0.1902484256,-0.1131140458,0.5552112196,0.9930143888,0.0837417533,0.0074628081,-0.0827891835
1520528001121198414,-0.1934784002,-0.1125129082,0.5548530393,0.9922594117,0.0862697744,0.0064808252,-0.0890886350
1520528001129532414,-0.1966911449,-0.1126844743,0.5550832302,0.9913427806,0.0875476031,0.0072781949,-0.0975804101
1520528001137865414,-0.1997404146,-0.1125810026,0.5549719716,0.9906788023,0.0873308994,0.0061149331,-0.1043620253
1520528001146199414,-0.2024269663,-0.1126614288,0.5550509172,0.9899944598,0.0878499764,0.0059067345,-0.1102654146
1520528001154532414,-0.2057110228,-0.1122462632,0.5548612215,0.9890722283,0.0891157122,0.0059848940,-0.1172974765
1520528001162865414,-0.2085841404,-0.1123723058,0.5550541886,0.9881858807,0.0898844097,0.0048651169,-0.1240394645
1520528001171198414,-0.2115737592,-0.1118780501,0.5549089112,0.9872470489,0.0915679147,0.0049858983,-0.1301296366
1520528001204532414,-0.2228714104,-0.1109405901,0.5550039471,0.9834971133,0.0916779228,0.0020340562,-0.1559629740
1520528001212865414,-0.2256144327,-0.1101083609,0.5547426151,0.9822486861,0.0945684080,0.0004658425,-0.1620003638
1520528001221198414,-0.2284350747,-0.1093681583,0.5547950647,0.9812573216,0.0929952022,-0.0008290721,-0.1687758092
1520528001229532414,-0.2311603772,-0.1096485714,0.5551972190,0.9805326445,0.0924181761,-0.0001096846,-0.1732472271
1520528001237865414,-0.2339481108,-0.1087483468,0.5550933599,0.9793889197,0.0915173202,-0.0023393142,-0.1800456933
1520528001246198414,-0.2363469612,-0.1086507327,0.5556626580,0.9784833153,0.0920750378,-0.0035359114,-0.1846079263
1520528001254532414,-0.2389190330,-0.1083837199,0.5555038814,0.9771273416,0.0899589311,-0.0064038864,-0.1925838500
1520528001262865414,-0.2414968801,-0.1080738752,0.5558399551,0.9762431855,0.0893976869,-0.0065902915,-0.1972659736
1520528001271199414,-0.2438940363,-0.1076208224,0.5560384137,0.9750590895,0.0890584849,-0.0090823940,-0.2030907883
1520528001279532414,-0.2463626450,-0.1074539775,0.5563206346,0.9743609115,0.0859152777,-0.0091044009,-0.2077413995
1520528001287865414,-0.2483723832,-0.1070178258,0.5566748395,0.9732342425,0.0863344270,-0.0101721102,-0.2127392865
1520528001296198414,-0.2511940337,-0.1064036548,0.5567425500,0.9717457381,0.0844804523,-0.0117092016,-0.2200821852
1520528001304532414,-0.2534242051,-0.1060165637,0.5569444052,0.9708526690,0.0828391531,-0.0123997430,-0.2245640582
1520528001312865414,-0.2556101646,-0.1052230106,0.5571142725,0.9696264226,0.0833433133,-0.0138249364,-0.2295372822
1520528001321199414,-0.2577231563,-0.1050545660,0.5574706352,0.9687568292,0.0803713305,-0.0133572202,-0.2342482438
1520528001329532414,-0.2600057530,-0.1043413791,0.5575369413,0.9674273969,0.0797714966,-0.0147019273,-0.2398011540
1520528001337865414,-0.2621474255,-0.1038492039,0.5578335328,0.9662959721,0.0800348096,-0.0158432310,-0.2441628874
1520528001346198414,-0.2640618653,-0.1031900642,0.5579647456,0.9651440569,0.0784209496,-0.0161079656,-0.2491739103
1520528001354532414,-0.2662552625,-0.1029782529,0.5583473263,0.9642460335,0.0769060292,-0.0164952555,-0.2530670979
1520528001362865414,-0.2683225958,-0.1024005984,0.5584640237,0.9631357687,0.0753541713,-0.0165259396,-0.2577171573
1520528001371198414,-0.2701755400,-0.1019232011,0.5586130040,0.9622724722,0.0738547738,-0.0166105631,-0.2613450800
1520528001379532414,-0.2720040116,-0.1008922457,0.5584067675,0.9608428875,0.0741912377,-0.0177023468,-0.2663892502
1520528001387865414,-0.2739526962,-0.1007456981,0.5586649122,0.9601173166,0.0722560342,-0.0170465626,-0.2695611591
1520528001396199414,-0.2757636388,-0.0996173407,0.5582990667,0.9585336419,0.0735431330,-0.0179813367,-0.2747386695
1520528001404532414,-0.2769387742,-0.0997987363,0.5589587402,0.9584669897,0.0708036420,-0.0159266945,-0.2758155441
1520528001412865414,-0.2787511146,-0.0990706977,0.5588581131,0.9570663503,0.0708732335,-0.0172871849,-0.2805390153
1520528001421198414,-0.2804322726,-0.0985259088,0.5587750490,0.9560250450,0.0705579913,-0.0174104805,-0.2841382734
1520528001429532414,-0.2818441345,-0.0977656862,0.5584933624,0.9550222266,0.0711952245,-0.0173592477,-0.2873368114
1520528001437865414,-0.2832001840,-0.0973216147,0.5585350669,0.9541239209,0.0714214596,-0.0174812708,-0.2902428706
1520528001446199414,-0.2847532465,-0.0963471918,0.5581268874,0.9524911614,0.0729217242,-0.0188551140,-0.2951059033
1520528001454532414,-0.2857964391,-0.0959673993,0.5582665913,0.9518402613,0.0720864865,-0.0183058781,-0.2974366324
1520528001462865414,-0.2871215385,-0.0958982491,0.5584466960,0.9512002086,0.0713289395,-0.0176352615,-0.2996987539
1520528001471198414,-0.2879933285,-0.0953088545,0.5583594202,0.9503496366,0.0721842134,-0.0168510697,-0.3022268171
1520528001479532414,-0.2894768086,-0.0947012519,0.5580492990,0.9494424662,0.0724674955,-0.0178546989,-0.3049404455
1520528001487865414,-0.2901731480,-0.0942192871,0.5579721981,0.9485219473,0.0742002310,-0.0182443062,-0.3073557979
1520528001496198414,-0.2913829502,-0.0938168943,0.5578216716,0.9480725596,0.0723010592,-0.0172034770,-0.3092491212
1520528001504532414,-0.2923556618,-0.0932155371,0.5575426201,0.9469882274,0.0737199453,-0.0180456864,-0.3121746628
1520528001512865414,-0.2932290186,-0.0930390576,0.5578090249,0.9465403015,0.0724607896,-0.0178208130,-0.3138364388
1520528001521199414,-0.2940925018,-0.0922607988,0.5573290517,0.9456257678,0.0725112994,-0.0190216762,-0.3164999125
1520528001529532414,-0.2949145710,-0.0919658123,0.5572753098,0.9449442126,0.0728231125,-0.0190323768,-0.3184572154
1520528001537865414,-0.2959176820,-0.0912465675,0.5569202139,0.9440148230,0.0733639322,-0.0192094903,-0.3210681281
1520528001546198414,-0.2965227049,-0.0903467877,0.5565389270,0.9430226632,0.0761121893,-0.0187164008,-0.3233649450
1520528001554532414,-0.2970420065,-0.0901968895,0.5568158179,0.9428233001,0.0745183083,-0.0182663899,-0.3243417727
1520528001562865414,-0.2976478949,-0.0900381105,0.5569906952,0.9421105188,0.0745981710,-0.0182866632,-0.3263870114
1520528001571199414,-0.2982452221,-0.0894428135,0.5567344410,0.9413206639,0.0759454986,-0.0179758283,-0.3283665003
1520528001579532414,-0.2988251790,-0.0886816770,0.5563843942,0.9402557504,0.0779861726,-0.0183311194,-0.3309097321
1520528001587865414,-0.2994854496,-0.0881928039,0.5564981667,0.9393451812,0.0768620559,-0.0183115409,-0.3337477228
1520528001596198414,-0.2998739599,-0.0879535321,0.5566498123,0.9389779350,0.0768586628,-0.0174790984,-0.3348248268
1520528001604532414,-0.3001229142,-0.0874856099,0.5564607445,0.9380081572,0.0774211520,-0.0186475086,-0.3373409738
1520528001612865414,-0.3004684095,-0.0876344608,0.5569228655,0.9379664386,0.0752560636,-0.0184556829,-0.3379569097
1520528001621198414,-0.3010315071,-0.0867587495,0.5568383541,0.9367357888,0.0761205115,-0.0179638454,-0.3411876756
1520528001629532414,-0.3010630695,-0.0863779471,0.5568666333,0.9360096038,0.0759161678,-0.0184616205,-0.3431937144
1520528001637865414,-0.3014708229,-0.0858533612,0.5569338253,0.9354762858,0.0769277700,-0.0171573403,-0.3444878265
1520528001646199414,-0.3015133715,-0.0854087208,0.5570542947,0.9347244152,0.0771758694,-0.0175423170,-0.3464482934
1520528001654532414,-0.3016915656,-0.0848539301,0.5569604712,0.9341178798,0.0777419469,-0.0169225724,-0.3479850613
1520528001662865414,-0.3017939163,-0.0848330077,0.5570784645,0.9338707475,0.0778340822,-0.0162793956,-0.3486578034
1520528001671198414,-0.3020505709,-0.0844907899,0.5572274675,0.9334762514,0.0769979350,-0.0151620215,-0.3499478807
1520528001679532414,-0.3019110413,-0.0849033532,0.5577177879,0.9338567320,0.0744828294,-0.0146480981,-0.3494987059
1520528001687865414,-0.3019533573,-0.0847617702,0.5578988922,0.9337622844,0.0738028359,-0.0135305350,-0.3499400838
1520528001696199414,-0.3018678430,-0.0846193842,0.5580192262,0.9336443378,0.0736513792,-0.0125324543,-0.3503236539
1520528001704532414,-0.3016976797,-0.0845457999,0.5580476198,0.9334906618,0.0732798475,-0.0119343910,-0.3508316100
1520528001712865414,-0.3015727370,-0.0844419124,0.5581607720,0.9334426649,0.0729946447,-0.0110657733,-0.3510471789
1520528001721198414,-0.3013774054,-0.0842584288,0.5582507646,0.9335801553,0.0726792900,-0.0099422861,-0.3507805089
1520528001729532414,-0.3012266469,-0.0841620957,0.5582971034,0.9336628690,0.0722846831,-0.0093374776,-0.3506584993
1520528001737865414,-0.3010242641,-0.0842159022,0.5584689067,0.9337523290,0.0713936437,-0.0088282639,-0.3506160257
1520528001746198414,-0.3010210417,-0.0839918636,0.5583224978,0.9337628597,0.0716575035,-0.0076577233,-0.3505616685
1520528001754532414,-0.3005764146,-0.0839020912,0.5584319479,0.9336952653,0.0718699871,-0.0071967784,-0.3507079452
1520528001762865414,-0.3002716954,-0.0836463016,0.5582886233,0.9339211221,0.0721998388,-0.0066401935,-0.3500491805
1520528001771199414,-0.2998623042,-0.0836961473,0.5583824456,0.9341388683,0.0716963455,-0.0060841231,-0.3495814528
1520528001779532414,-0.2994620629,-0.0837827169,0.5585598573,0.9342385061,0.0710582652,-0.0057693686,-0.3494507849
1520528001787865414,-0.2991859534,-0.0833737474,0.5583648221,0.9339894729,0.0725343395,-0.0050571062,-0.3498240412
1520528001796198414,-0.2986595182,-0.0833775263,0.5584217066,0.9340729613,0.0724601038,-0.0050187545,-0.3496170024
1520528001804532414,-0.2983213898,-0.0837125831,0.5586961616,0.9347663999,0.0718820612,-0.0039381351,-0.3478925668
1520528001812865414,-0.2979230563,-0.0838191896,0.5587604228,0.9349661291,0.0718942124,-0.0032882582,-0.3473596795
1520528001821199414,-0.2973952173,-0.0839537262,0.5590170287,0.9352957375,0.0713802426,-0.0023400977,-0.3465851530
1520528001829532414,-0.2966974440,-0.0839169383,0.5589624262,0.9353335169,0.0718066609,-0.0024329857,-0.3463944229
1520528001837865414,-0.2962029061,-0.0840413040,0.5589777120,0.9355611593,0.0719287200,-0.0025058356,-0.3457532317
1520528001846198414,-0.2955816128,-0.0844239700,0.5594056656,0.9360253170,0.0699783888,-0.0019953977,-0.3448994772
1520528001854532414,-0.2950602133,-0.0845664542,0.5595871101,0.9362558558,0.0695775532,-0.0012857607,-0.3443577839
1520528001862865414,-0.2944408805,-0.0847969174,0.5596980246,0.9366383831,0.0692403451,-0.0009420188,-0.3433852450
1520528001871198414,-0.2938487283,-0.0845954440,0.5595505068,0.9368911326,0.0695892200,-0.0009386928,-0.3426243788
1520528001879532414,-0.2932776563,-0.0843186135,0.5594552703,0.9370710019,0.0706967341,-0.0001112643,-0.3419062689
1520528001887865414,-0.2925180948,-0.0840300600,0.5591378241,0.9369561531,0.0723813860,-0.0009665399,-0.3418671788
1520528001896199414,-0.2918837458,-0.0840548189,0.5591152478,0.9376562013,0.0723385605,-0.0002488922,-0.3399528186
1520528001904532414,-0.2913761004,-0.0842712561,0.5592121396,0.9382046051,0.0722661631,0.0006311626,-0.3384513589
1520528001912865414,-0.2902623616,-0.0850025567,0.5596848570,0.9390002649,0.0704312017,-0.0003485179,-0.3366271334
1520528001921198414,-0.2894274283,-0.0852684323,0.5597230286,0.9397900699,0.0699472492,-0.0004347052,-0.3345172907
1520528001929532414,-0.2885010567,-0.0854310626,0.5597299438,0.9407772963,0.0704659794,0.0002127257,-0.3316211381
1520528001937865414,-0.2876359548,-0.0854421697,0.5597174386,0.9414686479,0.0707255738,0.0001811754,-0.3295977023
1520528001946199414,-0.2867964335,-0.0856217246,0.5596046094,0.9424572872,0.0712299939,0.0006848007,-0.3266497833
1520528001954532414,-0.2856148904,-0.0859147036,0.5595615636,0.9436178480,0.0719984014,0.0001482869,-0.3231123103
1520528001962865414,-0.2845877947,-0.0860081075,0.5592867113,0.9447090605,0.0722455538,-0.0005194002,-0.3198516864
1520528001971198414,-0.2833493163,-0.0865686779,0.5594961606,0.9461169989,0.0721491898,-0.0008316318,-0.3156840622
1520528001979532414,-0.2822098741,-0.0868986496,0.5594909447,0.9468436226,0.0728682992,-0.0017029450,-0.3133280475
1520528001987865414,-0.2810214362,-0.0873230332,0.5595132057,0.9486529605,0.0711350037,-0.0019577640,-0.3082102186
1520528001996198414,-0.2800681652,-0.0878751502,0.5595433934,0.9498734505,0.0704757277,-0.0026325668,-0.3045762127
1520528002004532414,-0.2784291610,-0.0882411995,0.5595107018,0.9516640325,0.0716664842,-0.0021568938,-0.2986550387
1520528002012865414,-0.2767702310,-0.0890249242,0.5597333489,0.9533133058,0.0711783659,-0.0017864359,-0.2934692314
1520528002021199414,-0.2755293806,-0.0895213441,0.5596225018,0.9546311863,0.0715774411,-0.0033288063,-0.2890413242
1520528002029532414,-0.2738223891,-0.0899950490,0.5592918017,0.9561527388,0.0710722914,-0.0047863242,-0.2840735126
1520528002037865414,-0.2725069816,-0.0899612318,0.5590731548,0.9568835167,0.0727880585,-0.0052915879,-0.2811544647
1520528002046198414,-0.2707859721,-0.0909364902,0.5594052719,0.9590038116,0.0708340045,-0.0053613631,-0.2743455649
1520528002054532414,-0.2692628256,-0.0914799050,0.5591736133,0.9603537702,0.0707310302,-0.0063079082,-0.2695885154
1520528002062865414,-0.2674901201,-0.0918274040,0.5590540170,0.9620072807,0.0723840104,-0.0070630564,-0.2631590018
1520528002071199414,-0.2654868634,-0.0927480488,0.5592155283,0.9633678776,0.0721753416,-0.0091638174,-0.2581260872
1520528002079532414,-0.2639218967,-0.0929938168,0.5589310562,0.9650921301,0.0712636738,-0.0093481646,-0.2518556751
1520528002087865414,-0.2621204620,-0.0929736510,0.5584042326,0.9662706313,0.0727662594,-0.0102022897,-0.2468239289
1520528002096198414,-0.2599746532,-0.0936628553,0.5585203174,0.9681268133,0.0719345036,-0.0108490998,-0.2396626746
1520528002104532414,-0.2579246198,-0.0940419657,0.5583686985,0.9699468039,0.0728746697,-0.0115841651,-0.2318583344
1520528002112865414,-0.2558531486,-0.0945228176,0.5582940067,0.9713235551,0.0726709581,-0.0126591914,-0.2260292635
1520528002121198414,-0.2538809227,-0.0952912144,0.5582633874,0.9728427711,0.0713583950,-0.0137004609,-0.2197662839
1520528002129532414,-0.2514574764,-0.0951681871,0.5577935316,0.9741794817,0.0731679252,-0.0151626268,-0.2130513714
1520528002137865414,-0.2492881379,-0.0955625823,0.5576603200,0.9754582000,0.0738692009,-0.0160859108,-0.2067991409
1520528002146199414,-0.2470751782,-0.0962601690,0.5576354592,0.9770419273,0.0731022006,-0.0160924941,-0.1994647140
1520528002154532414,-0.2448404405,-0.0964492399,0.5572333446,0.9781802022,0.0739566321,-0.0176772955,-0.1933427574
1520528002162865414,-0.2424733512,-0.0967793947,0.5570113461,0.9794440547,0.0743368119,-0.0183795895,-0.1866161109
1520528002171198414,-0.2403926533,-0.0971923063,0.5568113232,0.9804831557,0.0738818222,-0.0197316580,-0.1811212836
1520528002179532414,-0.2380468517,-0.0974142240,0.5564979219,0.9817993405,0.0742073737,-0.0212058676,-0.1735327974
1520528002187865414,-0.2354326598,-0.0980430875,0.5566038989,0.9829449328,0.0732774926,-0.0214921326,-0.1672954163
1520528002196199414,-0.2330939259,-0.0980173246,0.5562743509,0.9841298555,0.0736373928,-0.0220486567,-0.1599369210
1520528002204532414,-0.2305667534,-0.0979739106,0.5561173771,0.9846141691,0.0741023165,-0.0243142225,-0.1563732820
1520528002212865414,-0.2279375697,-0.0982254637,0.5560467056,0.9856138280,0.0762768072,-0.0247790403,-0.1487724095
1520528002221198414,-0.2255817568,-0.0982770425,0.5558362529,0.9866263324,0.0758124875,-0.0257285323,-0.1419823566
1520528002229532414,-0.2231217357,-0.0989068205,0.5561884363,0.9877430296,0.0738254614,-0.0252757872,-0.1351837388
1520528002237865414,-0.2201323589,-0.0989534428,0.5561634390,0.9887942764,0.0737411146,-0.0267369574,-0.1270167784
1520528002246198414,-0.2177975497,-0.0993421435,0.5563301858,0.9895623792,0.0731798626,-0.0274537480,-0.1210673247
1520528002254532414,-0.2152938397,-0.0992222695,0.5562308246,0.9900883282,0.0736883010,-0.0297754537,-0.1157953320
1520528002262865414,-0.2124499842,-0.0991460219,0.5559121475,0.9909501376,0.0739905557,-0.0302327226,-0.1078387918
1520528002271199414,-0.2099050448,-0.0995137902,0.5563912496,0.9917261258,0.0718327602,-0.0311233586,-0.1017383042
1520528002279532414,-0.2068603895,-0.0995738561,0.5564138674,0.9923998598,0.0721530075,-0.0324318403,-0.0942583556
1520528002287865414,-0.2042447418,-0.0995168440,0.5566178106,0.9932155962,0.0714312421,-0.0313338865,-0.0862469984
1520528002296198414,-0.2015856933,-0.0997718600,0.5567805218,0.9937218169,0.0718145493,-0.0316479351,-0.0797372518
1520528002304532414,-0.1990410928,-0.0999220325,0.5570173864,0.9942580756,0.0702153589,-0.0327726507,-0.0738013272
1520528002312865414,-0.1963179631,-0.0998649228,0.5570979830,0.9949046546,0.0694016644,-0.0323247302,-0.0655991539
1520528002321199414,-0.1933344041,-0.0992513763,0.5571089858,0.9953321947,0.0704432957,-0.0329142629,-0.0571683100
1520528002329532414,-0.1906024602,-0.0990990503,0.5573165716,0.9958479078,0.0692339400,-0.0334077043,-0.0487599364
1520528002337865414,-0.1875321549,-0.0984368303,0.5567237661,0.9961153725,0.0721949479,-0.0326224849,-0.0384425227
1520528002346198414,-0.1848420652,-0.0985286179,0.5574164067,0.9964744549,0.0696531830,-0.0336170893,-0.0325113236
1520528002354532414,-0.1823800252,-0.0979284036,0.5573636652,0.9965691983,0.0711301137,-0.0335445884,-0.0257895426
1520528002362865414,-0.1794953353,-0.0977195085,0.5575641603,0.9966310102,0.0720128734,-0.0340734129,-0.0194878974
1520528002371198414,-0.1766580123,-0.0969175532,0.5575168670,0.9966419918,0.0726603306,-0.0359683384,-0.0114671306
1520528002379532414,-0.1733969136,-0.0962077757,0.5570269142,0.9965599688,0.0757216979,-0.0334592303,-0.0038643143
1520528002387865414,-0.1707637830,-0.0961400672,0.5577752263,0.9966403387,0.0732766811,-0.0363686471,0.0039855781
1520528002396199414,-0.1681327520,-0.0962575101,0.5581301364,0.9966698004,0.0723968736,-0.0362023336,0.0098687777
1520528002404532414,-0.1651529917,-0.0953562838,0.5575441659,0.9964465103,0.0740113979,-0.0352846957,0.0192783661
1520528002412865414,-0.1620927690,-0.0952079089,0.5576480328,0.9962714763,0.0730440400,-0.0354489663,0.0291733518
1520528002421198414,-0.1594715945,-0.0945602604,0.5573542191,0.9959927687,0.0741885877,-0.0369995305,0.0335483665
1520528002429532414,-0.1564948866,-0.0939935405,0.5575993826,0.9957216463,0.0741489451,-0.0351252203,0.0425035993
1520528002437865414,-0.1534835512,-0.0936149922,0.5576978608,0.9953758471,0.0739069433,-0.0354807380,0.0500580058
1520528002446199414,-0.1508469179,-0.0928800213,0.5576461575,0.9950510441,0.0745475314,-0.0347269205,0.0557685056
1520528002454532414,-0.1475042735,-0.0927211393,0.5577382055,0.9945752938,0.0749343981,-0.0349759148,0.0630991781
1520528002462865414,-0.1447278318,-0.0920384147,0.5576552511,0.9940084012,0.0749356336,-0.0348482758,0.0715370306
1520528002471198414,-0.1418514769,-0.0913663654,0.5574512439,0.9935001414,0.0757709649,-0.0342203857,0.0777508525
1520528002479532414,-0.1389623501,-0.0907958451,0.5575525526,0.9929514687,0.0748415850,-0.0335575734,0.0855570406
1520528002487865414,-0.1360795707,-0.0905132201,0.5576161707,0.9924898799,0.0739414560,-0.0331831557,0.0916262933
1520528002496198414,-0.1333850135,-0.0895078720,0.5574547503,0.9918516896,0.0784002916,-0.0329460215,0.0948587358
1520528002504532414,-0.1302311577,-0.0895161707,0.5574212063,0.9913762356,0.0764858441,-0.0315055842,0.1016389360
1520528002512865414,-0.1274576486,-0.0888359876,0.5572010868,0.9907935255,0.0755758127,-0.0300518210,0.1082283440
1520528002521199414,-0.1244639967,-0.0882894050,0.5574343563,0.9900959759,0.0744700553,-0.0300496784,0.1151572238
1520528002529532414,-0.1218982006,-0.0873933608,0.5568417759,0.9893143744,0.0772805608,-0.0280629243,0.1204045510
1520528002537865414,-0.1190613367,-0.0871226475,0.5570596425,0.9888041059,0.0752120360,-0.0270335377,0.1260110216
1520528002546198414,-0.1162670952,-0.0865173256,0.5571746932,0.9881365759,0.0751776056,-0.0265237051,0.1312666297
1520528002554532414,-0.1136102420,-0.0853413704,0.5567613556,0.9871694560,0.0771585931,-0.0249026756,0.1375604356
1520528002562865414,-0.1107979598,-0.0846411709,0.5567410145,0.9864101939,0.0759940668,-0.0229801879,0.1438462448
1520528002571199414,-0.1081922177,-0.0842430564,0.5565219932,0.9858780122,0.0753863541,-0.0223654697,0.1478554312
1520528002579532414,-0.1055533650,-0.0834555008,0.5565069094,0.9850776852,0.0764172818,-0.0213812366,0.1527258847
1520528002587865414,-0.1029153523,-0.0826198884,0.5561678615,0.9842921499,0.0768481580,-0.0199188412,0.1576913570
1520528002596198414,-0.1004494136,-0.0819088915,0.5562576327,0.9837529459,0.0763404866,-0.0197767032,0.1612797368
1520528002604532414,-0.0979003586,-0.0812947675,0.5562240348,0.9831268244,0.0748865452,-0.0193946875,0.1657633812
1520528002612865414,-0.0953220471,-0.0805557598,0.5562694213,0.9822522939,0.0749726951,-0.0188550878,0.1708918129
1520528002621198414,-0.0930297794,-0.0797100715,0.5561340850,0.9813823012,0.0745356525,-0.0183138891,0.1760619686
1520528002629532414,-0.0905449431,-0.0790452683,0.5560742818,0.9806345804,0.0740362747,-0.0169797949,0.1805163049
1520528002637865414,-0.0882007504,-0.0783589909,0.5562459272,0.9799217025,0.0738841917,-0.0168247619,0.1844220988
1520528002646199414,-0.0857809434,-0.0774070205,0.5556740601,0.9792235533,0.0745004869,-0.0172112991,0.1878155512
1520528002654532414,-0.0837461236,-0.0768661077,0.5561820527,0.9784094555,0.0730127542,-0.0154698402,0.1927297568
